29016.0	10.742963	0.971401	2	
9916.0	2.695935	1.512111	1	
79016.0	7.782169	0.404385	0	
37776.0	2.425781	1.559467	0	
71289.0	7.796874	0.052336	0	
66603.0	10.261887	1.628085	0	
30254.0	11.592723	0.286188	2	
63275.0	8.385879	1.669485	0	
42545.0	3.677287	0.244167	0	
33835.0	8.188005	0.964896	2	
67417.0	3.254877	0.669546	0	
41892.0	10.506276	1.510747	2	
66972.0	9.129253	0.594089	0	
22834.0	4.459495	0.538867	0	
19896.0	11.916091	0.025294	2	
20210.0	10.10755	1.308398	2	
71142.0	10.44278	0.33587	0	
15029.0	1.363447	0.620841	1	
21910.0	12.326672	1.592608	2	
26080.0	11.318785	1.510979	2	
40699.0	3.200912	0.309679	0	
31033.0	10.555573	0.403927	2	
41544.0	8.777129	1.111464	2	
33553.0	12.591889	0.686581	2	
22845.0	14.715782	1.503758	2	
68737.0	7.528533	1.657487	0	
25783.0	9.945307	1.287952	2	
33114.0	9.489005	0.827814	2	
31033.0	10.555573	0.403927	2	
44432.0	8.346618	0.042318	2	
39539.0	1.386107	1.41707	0	
28521.0	2.94307	1.446816	0	
25783.0	9.945307	1.287952	2	
79194.0	15.14946	0.53754	0	
28521.0	2.94307	1.446816	0	
43075.0	10.086796	0.570455	2	
26226.0	8.242553	0.279069	2	
33794.0	0.69763	0.966786	0	
38579.0	10.202968	0.452363	2	
13113.0	2.389084	0.119284	1	
49901.0	8.334306	1.6466	2	
17262.0	2.540946	1.583286	1	
27953.0	10.9717	1.221787	2	
9069.0	6.401969	1.691873	1	
264.0	3.871808	0.552602	1	
1155.0	0.410392	1.313401	1	
7513.0	0.0	1.126053	1	
55601.0	3.347111	0.914294	0	
65915.0	3.868359	0.128078	0	
32565.0	8.346684	0.253317	2	
69364.0	12.089835	0.521631	0	
26376.0	1.995833	0.267826	0	
75668.0	16.207776	0.584973	0	
10480.0	2.813428	0.819419	1	
41571.0	11.642307	0.438553	2	
43231.0	9.85327	1.521432	2	
27545.0	3.877472	0.4016	0	
26397.0	10.539731	1.638248	2	
12556.0	3.690342	0.462281	1	
26241.0	9.824777	1.346821	2	
6178.0	1.212255	0.836807	1	
52440.0	10.244706	0.280539	2	
14883.0	4.575443	0.535671	1	
37433.0	8.038764	1.08391	2	
26866.0	12.824376	0.890411	2	
77758.0	6.615512	1.521012	0	
81046.0	15.833048	1.568245	0	
21808.0	10.725607	0.588588	2	
21704.0	10.098356	0.704748	2	
21704.0	10.098356	0.704748	2	
4805.0	11.438702	1.556334	2	
70096.0	10.965926	1.212328	0	
72993.0	10.14174	1.032955	0	
36715.0	8.129538	0.329913	2	
23503.0	10.734007	0.103715	2	
19198.0	9.628339	0.985462	2	
56594.0	8.956369	1.193484	2	
11992.0	0.0	1.606849	1	
27268.0	4.398172	0.975024	0	
39336.0	10.054373	1.138351	2	
72000.0	9.032486	1.461809	0	
42666.0	13.276369	0.54388	2	
74676.0	14.44574	1.21116	0	
35665.0	12.473921	0.16291	2	
12556.0	3.690342	0.462281	1	
49112.0	7.038205	1.211329	2	
44883.0	11.89889	0.406441	2	
11878.0	4.934374	1.520028	1	
16037.0	5.796735	0.935893	1	
81597.0	11.221874	1.395015	0	
42377.0	6.319522	1.058602	0	
4249.0	5.332865	0.109288	1	
6808.0	1.364838	0.640103	1	
